defendant_age,defendant_gender,num_victims,victim_genders,offence_category,offence_subcategory
not known,female,0,nan,kill,infanticide
not known,male,1,male,theft,theftFromPlace
21,male,1,male,theft,pocketpicking
28,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,kill,manslaughter
not known,male,2,male;male,theft,embezzlement
43,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,other
not known,male,1,male,theft,theftFromPlace
not known,male,2,male;indeterminate,theft,theftFromPlace
13,male,1,male,theft,stealingFromMaster
not known,male,1,male,violentTheft,highwayRobbery
not known,male,1,male,theft,grandLarceny
21,male,1,female,sexual,rape
19,male,1,male,theft,pocketpicking
not known,male,1,male,deception,fraud
38,male,1,male,theft,grandLarceny
not known,male,1,female,deception,forgery
not known,female,1,male,sexual,bigamy
50,male,1,male,theft,simpleLarceny
29,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,pocketpicking
not known,male,1,male,theft,animalTheft
45,male,1,male,theft,pocketpicking
30,male,0,nan,deception,perjury
62,male,0,nan,theft,receiving
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,receiving
23,male,1,male,theft,burglary
not known,male,0,nan,theft,embezzlement
not known,female,1,indeterminate,miscellaneous,kidnapping
43,male,1,male,breakingPeace,libel
40,male,1,female,miscellaneous,kidnapping
not known,male,1,male,theft,burglary
26,male,1,male,violentTheft,robbery
28,male,0,nan,deception,forgery
not known,female,1,female,theft,grandLarceny
41,male,1,indeterminate,theft,grandLarceny
not known,male,1,female,theft,simpleLarceny
16,male,1,female,sexual,rape
41,male,0,nan,deception,perjury
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,embezzlement
23,male,1,male,theft,grandLarceny
60,male,1,male,deception,fraud
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,burglary
20,male,1,male,theft,pocketpicking
37,male,0,nan,sexual,sodomy
not known,male,1,male,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
42,male,1,male,theft,animalTheft
19,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,pocketpicking
not known,female,1,female,theft,other
42,male,1,male,deception,fraud
25,male,1,male,theft,simpleLarceny
18,male,1,male,theft,pocketpicking
not known,female,1,male,theft,shoplifting
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,theftFromPlace
16,male,1,male,theft,simpleLarceny
not known,male,2,male;male,theft,grandLarceny
25,male,1,male,breakingPeace,wounding
not known,male,1,male,violentTheft,highwayRobbery
20,male,0,nan,royalOffences,coiningOffences
not known,male,0,nan,deception,forgery
24,male,2,male;male,theft,burglary
35,female,1,female,damage,arson
17,male,1,male,theft,simpleLarceny
not known,male,4,male;male;male;male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
12,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
23,male,1,male,theft,theftFromPlace
not known,male,1,male,violentTheft,highwayRobbery
16,male,1,male,violentTheft,robbery
21,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,theftFromPlace
29,male,1,male,theft,embezzlement
25,male,1,male,breakingPeace,wounding
44,male,0,nan,damage,arson
32,male,0,nan,theft,mail
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,other
not known,male,1,male,kill,murder
21,male,1,male,violentTheft,robbery
not known,male,1,male,theft,grandLarceny
not known,male,2,female;male,violentTheft,highwayRobbery
20,male,1,male,theft,embezzlement
20,male,1,male,theft,grandLarceny
28,female,1,male,theft,simpleLarceny
not known,male,2,male;male,theft,animalTheft
not known,female,1,male,theft,grandLarceny
15,male,1,male,theft,simpleLarceny
not known,male,2,male;male,theft,simpleLarceny
46,female,1,male,theft,grandLarceny
not known,female,1,male,theft,simpleLarceny
24,male,1,female,theft,animalTheft
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,female,sexual,rape
65,male,1,male,theft,simpleLarceny
27,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,grandLarceny
not known,male,1,male,deception,forgery
17,male,0,nan,deception,fraud
42,female,1,female,theft,simpleLarceny
not known,female,0,nan,royalOffences,coiningOffences
32,male,4,female;female;female;male,theft,theftFromPlace
25,male,1,male,violentTheft,robbery
not known,male,1,male,theft,other
20,male,1,male,theft,grandLarceny
25,male,1,male,theft,embezzlement
37,female,1,male,theft,simpleLarceny
32,female,1,male,theft,simpleLarceny
17,female,1,male,theft,grandLarceny
49,male,1,male,theft,grandLarceny
not known,male,0,nan,deception,forgery
not known,male,1,male,kill,murder
39,male,1,female,sexual,bigamy
not known,male,1,male,theft,stealingFromMaster
44,female,1,male,royalOffences,coiningOffences
50,male,0,nan,deception,forgery
not known,male,0,nan,deception,fraud
30,male,1,male,breakingPeace,wounding
not known,male,1,male,violentTheft,highwayRobbery
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,breakingPeace,assault
34,male,1,male,theft,stealingFromMaster
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,stealingFromMaster
37,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,burglary
not known,female,1,female,theft,grandLarceny
35,male,1,female,sexual,bigamy
not known,female,0,nan,royalOffences,coiningOffences
22,male,0,nan,royalOffences,coiningOffences
not known,female,1,male,theft,theftFromPlace
not known,male,0,nan,breakingPeace,libel
not known,male,2,female;female,sexual,bigamy
16,male,1,male,theft,housebreaking
not known,male,0,nan,sexual,rape
20,male,1,male,theft,grandLarceny
46,male,1,female,sexual,bigamy
17,male,1,male,violentTheft,robbery
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
20,male,1,female,theft,pocketpicking
24,male,0,nan,deception,forgery
42,female,1,male,theft,stealingFromMaster
22,male,1,male,theft,pocketpicking
not known,female,1,male,theft,grandLarceny
not known,male,0,nan,theft,receiving
not known,female,1,male,theft,theftFromPlace
20,female,0,nan,miscellaneous,concealingABirth
22,male,0,nan,deception,forgery
49,male,1,male,theft,grandLarceny
not known,male,1,male,violentTheft,highwayRobbery
30,male,0,nan,breakingPeace,assault
not known,male,0,nan,theft,embezzlement
24,male,1,male,theft,simpleLarceny
35,male,0,nan,royalOffences,coiningOffences
24,male,3,male;male;male,theft,housebreaking
22,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
18,male,1,male,theft,simpleLarceny
not known,male,2,male;male,violentTheft,robbery
not known,male,1,male,theft,embezzlement
20,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,pettyLarceny
not known,male,1,male,theft,burglary
18,male,0,nan,royalOffences,coiningOffences
35,male,1,male,theft,burglary
not known,female,1,male,theft,grandLarceny
13,female,1,male,theft,grandLarceny
18,female,1,male,theft,simpleLarceny
not known,male,3,male;male;male,theft,theftFromPlace
25,male,1,male,theft,simpleLarceny
33,male,1,female,violentTheft,robbery
not known,male,1,male,deception,fraud
21,male,1,male,theft,stealingFromMaster
20,female,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,pocketpicking
not known,male,0,nan,miscellaneous,other
27,male,1,male,deception,fraud
not known,female,1,male,theft,stealingFromMaster
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,theftFromPlace
27,male,0,nan,deception,perjury
not known,male,0,nan,sexual,rape
not known,male,1,female,royalOffences,coiningOffences
not known,male,1,male,theft,grandLarceny
not known,male,1,indeterminate,deception,fraud
not known,female,1,male,theft,shoplifting
25,female,1,male,theft,pocketpicking
not known,male,0,nan,theft,grandLarceny
43,male,1,female,breakingPeace,wounding
not known,female,0,nan,kill,infanticide
not known,male,2,female;female,kill,murder
49,female,1,male,breakingPeace,wounding
not known,male,1,male,theft,theftFromPlace
not known,male,0,nan,miscellaneous,other
33,male,1,male,deception,perjury
not known,male,1,female,sexual,rape
22,male,1,male,theft,pocketpicking
not known,female,1,male,theft,grandLarceny
not known,female,1,male,theft,burglary
not known,female,0,nan,miscellaneous,returnFromTransportation
38,male,1,male,theft,grandLarceny
20,male,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
26,male,1,male,violentTheft,robbery
51,male,0,nan,deception,perjury
not known,female,0,nan,theft,receiving
17,male,1,male,theft,stealingFromMaster
21,male,1,male,theft,animalTheft
not known,male,1,male,theft,pettyLarceny
not known,male,1,male,theft,animalTheft
not known,female,1,male,theft,theftFromPlace
35,male,1,female,deception,fraud
not known,male,0,nan,deception,perjury
not known,male,0,nan,deception,perjury
50,male,1,female,breakingPeace,wounding
not known,male,1,male,theft,theftFromPlace
not known,male,2,female;male,violentTheft,robbery
48,male,1,male,theft,embezzlement
not known,male,4,male;male;male;male,miscellaneous,other
not known,female,1,male,theft,pettyLarceny
25,male,0,nan,violentTheft,robbery
not known,male,2,male;male,theft,burglary
19,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,pettyLarceny
not known,male,1,male,theft,theftFromPlace
30,male,1,male,theft,housebreaking
not known,male,0,nan,royalOffences,seditiousWords
not known,male,1,male,theft,grandLarceny
66,male,1,female,kill,manslaughter
not known,male,1,male,deception,forgery
not known,female,1,male,theft,grandLarceny
not known,male,1,male,violentTheft,highwayRobbery
not known,male,1,male,kill,murder
not known,female,0,nan,deception,forgery
35,male,1,male,theft,stealingFromMaster
54,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
34,male,2,male;male,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
40,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,receiving
not known,female,1,male,theft,other
not known,male,0,nan,theft,receiving
72,female,1,male,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
49,male,1,male,theft,stealingFromMaster
not known,female,2,male;female,theft,theftFromPlace
not known,female,1,male,theft,grandLarceny
11,male,1,male,theft,simpleLarceny
32,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,theftFromPlace
not known,female,1,male,kill,murder
not known,male,1,male,theft,grandLarceny
39,male,1,female,sexual,bigamy
not known,female,1,male,theft,grandLarceny
not known,male,1,female,theft,grandLarceny
not known,male,1,female,theft,grandLarceny
32,female,1,male,theft,simpleLarceny
not known,male,3,male;male;male,theft,grandLarceny
not known,male,1,female,theft,simpleLarceny
22,female,1,male,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
not known,male,4,male;male;male;male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,female,1,female,theft,theftFromPlace
19,male,2,male;male,theft,simpleLarceny
18,male,1,male,theft,stealingFromMaster
not known,female,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,pettyLarceny
not known,male,0,nan,royalOffences,coiningOffences
not known,male,1,female,sexual,rape
18,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
14,male,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
16,male,1,male,theft,pocketpicking
32,female,1,male,miscellaneous,other
23,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,pettyLarceny
not known,male,1,male,theft,burglary
not known,female,0,nan,theft,grandLarceny
20,female,1,male,theft,stealingFromMaster
not known,male,0,nan,theft,grandLarceny
21,male,1,male,theft,housebreaking
not known,male,1,male,theft,grandLarceny
24,male,1,male,theft,grandLarceny
51,male,1,male,theft,stealingFromMaster
not known,female,1,female,theft,grandLarceny
21,female,1,male,theft,grandLarceny
not known,female,1,male,theft,simpleLarceny
30,female,1,male,theft,grandLarceny
not known,male,1,male,deception,forgery
not known,male,1,male,violentTheft,highwayRobbery
not known,female,1,male,theft,receiving
21,male,1,male,theft,simpleLarceny
22,female,1,male,theft,theftFromPlace
not known,female,1,male,theft,pocketpicking
28,male,1,male,theft,grandLarceny
not known,male,3,female;male;male,violentTheft,highwayRobbery
not known,male,0,nan,deception,perjury
18,male,1,male,theft,simpleLarceny
36,male,1,male,deception,fraud
not known,male,3,male;male;male,theft,grandLarceny
30,male,1,male,theft,simpleLarceny
31,male,1,indeterminate,theft,grandLarceny
60,male,1,female,sexual,rape
not known,female,1,male,theft,other
23,male,1,male,theft,pocketpicking
not known,female,1,male,theft,other
not known,male,1,male,theft,theftFromPlace
19,male,1,male,theft,pocketpicking
21,male,1,male,damage,arson
17,male,2,female;female,theft,burglary
not known,male,0,nan,theft,grandLarceny
63,male,0,nan,royalOffences,coiningOffences
22,male,0,nan,miscellaneous,returnFromTransportation
not known,female,1,female,theft,grandLarceny
not known,male,0,nan,sexual,assaultWithIntent
not known,male,1,male,deception,forgery
36,female,0,nan,royalOffences,coiningOffences
not known,female,1,male,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,stealingFromMaster
40,male,1,male,theft,theftFromPlace
43,male,1,female,sexual,bigamy
not known,male,2,male;male,deception,other
19,male,1,male,deception,fraud
not known,female,1,female,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
28,male,2,female;male,theft,housebreaking
37,male,1,male,deception,fraud
not known,male,1,male,theft,grandLarceny
not known,male,1,male,breakingPeace,libel
not known,male,1,male,violentTheft,highwayRobbery
not known,male,1,male,violentTheft,highwayRobbery
not known,male,1,male,theft,animalTheft
13,male,1,male,theft,pocketpicking
20,female,1,male,theft,stealingFromMaster
17,male,0,nan,royalOffences,coiningOffences
20,male,1,male,theft,housebreaking
not known,male,1,male,theft,grandLarceny
not known,male,1,male,breakingPeace,assault
not known,male,1,male,theft,burglary
27,male,1,male,deception,forgery
53,male,1,female,breakingPeace,wounding
not known,male,0,nan,breakingPeace,other
not known,male,1,male,theft,mail
20,male,1,male,theft,pocketpicking
23,male,1,male,theft,grandLarceny
not known,male,1,female,deception,fraud
19,male,0,nan,deception,forgery
18,male,1,male,deception,forgery
not known,male,1,male,theft,stealingFromMaster
33,male,0,nan,deception,forgery
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,deception,forgery
26,male,1,male,theft,grandLarceny
35,female,1,male,theft,pocketpicking
24,male,1,male,theft,pocketpicking
not known,male,0,nan,theft,embezzlement
not known,male,0,nan,deception,forgery
22,male,1,male,theft,pocketpicking
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
60,male,1,male,theft,grandLarceny
29,male,0,nan,deception,forgery
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,breakingPeace,libel
26,male,0,nan,theft,mail
